"tBodyAcc.mean...X","tBodyAcc.mean...Y","tBodyAcc.mean...Z","tBodyAcc.std...X","tBodyAcc.std...Y","tBodyAcc.std...Z","activity","Type"
0.41983326,-0.056165676,-0.1553395,0.067272151,-0.03574553,-0.13243022,"WALKING_DOWNSTAIRS","Train"
0.17444228,-0.035646306,-0.13406221,-0.037179446,-0.008377,-0.4821842,"WALKING_DOWNSTAIRS","Train"
0.26005764,-0.05318923,-0.099270803,-0.10077559,-0.024831212,-0.50481631,"WALKING_DOWNSTAIRS","Train"
0.11336129,0.017742643,-0.10452548,0.14276397,0.10967151,-0.44234284,"WALKING_DOWNSTAIRS","Train"
0.3363213,0.01383788,-0.086847284,-0.12725945,0.1406321,-0.36335291,"WALKING_DOWNSTAIRS","Train"
0.31341697,-0.020404815,-0.050693901,-0.056839271,-0.12835923,-0.41892702,"WALKING_DOWNSTAIRS","Train"
0.39825953,0.016888494,-0.10681026,0.10988851,0.21255837,-0.39389224,"WALKING_DOWNSTAIRS","Train"
0.25079554,-0.0034577794,-0.070470363,0.084826725,-0.22972297,-0.20595883,"WALKING_DOWNSTAIRS","Train"
0.13046118,-0.05499692,-0.13178649,-0.10749685,0.10655765,-0.22750121,"WALKING_DOWNSTAIRS","Train"
0.28176742,-0.00072678829,-0.0730893,-0.1564209,0.032379442,-0.46487797,"WALKING_DOWNSTAIRS","Train"
0.20908092,-0.00072079571,-0.24063776,-0.10024798,-0.16663474,-0.5391391,"WALKING_DOWNSTAIRS","Train"
0.26361114,-0.012362911,-0.12641528,-0.11178402,-0.15387854,-0.42334076,"WALKING_DOWNSTAIRS","Train"
0.41043867,-0.064726783,-0.12377204,-0.019350819,0.066715357,-0.24792918,"WALKING_DOWNSTAIRS","Train"
0.22184689,0.034107675,-0.12361242,-0.81470826,-0.749418,-0.57189889,"SITTING","Train"
0.26788442,0.0060403153,-0.10005102,-0.99070115,-0.92357917,-0.98081865,"SITTING","Train"
0.2795534,-0.017001147,-0.11051668,-0.99607594,-0.99578152,-0.99822168,"SITTING","Train"
0.28725164,-0.037455064,-0.14597431,-0.98291504,-0.89160489,-0.94143811,"SITTING","Train"
0.27565662,-0.018430818,-0.10803572,-0.99579445,-0.98963606,-0.99237703,"SITTING","Train"
0.27687512,-0.01572964,-0.10257949,-0.99603521,-0.96890943,-0.97775593,"SITTING","Train"
0.27328142,-0.011127209,-0.10634926,-0.9958764,-0.9891107,-0.99341322,"SITTING","Train"
0.27746121,-0.017491016,-0.10635945,-0.99642843,-0.98467312,-0.99068266,"SITTING","Train"
0.26217511,-0.062819481,-0.15703615,-0.98819128,-0.76494728,-0.86407865,"SITTING","Train"
0.27554943,-0.014115159,-0.10899857,-0.99759949,-0.98525652,-0.9956526,"SITTING","Train"
0.27778196,-0.015873588,-0.11050438,-0.99692883,-0.98192492,-0.99671585,"SITTING","Train"
0.27725766,-0.014249297,-0.11220537,-0.99701597,-0.97768015,-0.9971403,"SITTING","Train"
0.27426151,-0.012264695,-0.10949351,-0.99386458,-0.97742116,-0.98933645,"SITTING","Train"
0.2799976,-0.019484036,-0.10572355,-0.99281839,-0.94035041,-0.98149266,"SITTING","Train"
0.28167526,-0.017778461,-0.12445165,-0.99334229,-0.98000584,-0.95723193,"SITTING","Train"
0.29075969,-0.02403476,-0.11673889,-0.97737449,-0.96384053,-0.96250503,"SITTING","Train"
0.29811757,-0.035646628,-0.11592994,-0.98983698,-0.9077711,-0.94644862,"SITTING","Train"
0.27790646,-0.017143471,-0.10985922,-0.99754662,-0.98715573,-0.99602656,"SITTING","Train"
0.27839415,-0.018437222,-0.1116638,-0.99718769,-0.99166889,-0.9986534,"SITTING","Train"
-0.041701306,0.17510248,0.025551778,-0.75839283,-0.58653735,-0.43911019,"SITTING","Train"
0.27750957,-0.016333594,-0.10989482,-0.99732911,-0.99400736,-0.99746062,"SITTING","Train"
0.27589441,-0.015358871,-0.096289703,-0.99701843,-0.97525649,-0.97462391,"SITTING","Train"
0.27463913,-0.014627271,-0.09635546,-0.99716864,-0.98468688,-0.98061832,"SITTING","Train"
0.27090823,-0.014412968,-0.10652245,-0.99385604,-0.9931787,-0.9934703,"SITTING","Train"
0.27853812,-0.016173432,-0.10970656,-0.99664602,-0.98297482,-0.99479797,"SITTING","Train"
0.28685725,-0.02272766,-0.14375749,-0.99086042,-0.96210003,-0.96813595,"SITTING","Train"
0.14450396,0.18926326,0.062769317,-0.90429967,-0.18193654,-0.44315051,"SITTING","Train"
0.2761599,-0.01332633,-0.10596005,-0.99595226,-0.9797755,-0.99271835,"SITTING","Train"
0.27873199,-0.018106346,-0.10781649,-0.99744243,-0.99194879,-0.990915,"SITTING","Train"
0.37655125,-0.11349946,-0.26823801,-0.92872396,-0.5416361,-0.82950547,"SITTING","Train"
0.27832678,-0.01757272,-0.10987181,-0.99741288,-0.99000297,-0.99533322,"SITTING","Train"
0.27771536,-0.017965805,-0.10457087,-0.99689601,-0.98872127,-0.99206321,"SITTING","Train"
0.27416643,-0.014211302,-0.09759523,-0.99660497,-0.98826708,-0.98976577,"SITTING","Train"
0.27394057,-0.013147584,-0.10543517,-0.99588454,-0.98801293,-0.98842553,"SITTING","Train"
0.27439932,-0.0017697185,-0.083310746,-0.99238173,-0.94651917,-0.96999119,"SITTING","Train"
0.27118439,-0.01149042,-0.089935247,-0.99451018,-0.97261577,-0.9791862,"SITTING","Train"
0.31076307,0.018053586,-0.20554844,-0.95014395,-0.84495603,-0.71965862,"SITTING","Train"
0.2645391,-0.019722322,-0.071903067,-0.99417215,-0.95024127,-0.96688076,"SITTING","Train"
0.28150539,-0.018434859,-0.11139287,-0.99546804,-0.98433022,-0.99099514,"SITTING","Train"
0.27727452,-0.011693149,-0.10258892,-0.99719472,-0.98421017,-0.98371764,"SITTING","Train"
0.27866687,-0.017999434,-0.11006327,-0.99763711,-0.99050786,-0.98937496,"SITTING","Train"
0.30368927,-0.0042428053,-0.15085028,-0.95650333,-0.83867155,-0.94300953,"SITTING","Train"
0.27559191,-0.013962574,-0.10788811,-0.99796584,-0.99362312,-0.99363071,"SITTING","Train"
0.27575308,-0.010254163,-0.10953993,-0.99600622,-0.98294879,-0.99649629,"SITTING","Train"
0.3256536,0.028817786,-0.032056785,-0.92064897,-0.20852269,-0.49648495,"SITTING","Train"
0.27635864,-0.016138088,-0.10803259,-0.99557733,-0.99454385,-0.99454372,"SITTING","Train"
0.27732739,0.019990398,-0.15202442,-0.97863024,-0.86290347,-0.89401078,"SITTING","Train"
0.2790872,-0.019083242,-0.10588882,-0.99572983,-0.97896723,-0.99139401,"SITTING","Train"
0.27798405,-0.017867041,-0.10694863,-0.99629013,-0.99311339,-0.99575029,"SITTING","Train"
0.27055607,-0.0061249184,-0.091966376,-0.99458739,-0.97123519,-0.98170581,"SITTING","Train"
0.26051905,0.0098193055,-0.078471122,-0.99158329,-0.95334623,-0.97217232,"SITTING","Train"
0.26297624,-0.00028737053,-0.17609097,-0.95017368,-0.61459668,-0.89803499,"SITTING","Train"
-0.18139412,0.32412953,0.12938955,-0.86725839,-0.58149634,-0.77724214,"SITTING","Train"
0.27682826,-0.016123297,-0.11023355,-0.99730948,-0.98660761,-0.98836119,"SITTING","Train"
0.23159725,-0.023177324,-0.064478524,-0.93633475,-0.89415473,-0.92309178,"SITTING","Train"
0.2785991,-0.019910142,-0.1111806,-0.99474489,-0.97949566,-0.98796152,"SITTING","Train"
0.23715407,0.0078251224,-0.12283791,-0.97995358,-0.86619341,-0.96829047,"SITTING","Train"
0.25401543,-0.010676678,-0.094228226,-0.98012661,-0.96997364,-0.97274171,"SITTING","Train"
0.27930326,-0.020521383,-0.11323643,-0.99584854,-0.98070075,-0.99340381,"SITTING","Train"
0.2731084,0.0065181116,-0.10947182,-0.99078294,-0.93506515,-0.99072156,"SITTING","Train"
0.27843225,-0.019654302,-0.10797029,-0.99439029,-0.98456278,-0.99198578,"SITTING","Train"
0.26963511,-0.0089314391,-0.089394709,-0.99713683,-0.96658737,-0.98559837,"SITTING","Train"
0.27564442,-0.015470231,-0.10820759,-0.99658306,-0.99050546,-0.99632901,"SITTING","Train"
0.27905615,-0.01626097,-0.11281565,-0.99501877,-0.97044631,-0.98926612,"SITTING","Train"
0.27500006,-0.018702893,-0.10325556,-0.97454162,-0.94355851,-0.9770404,"SITTING","Train"
0.27376357,-0.013785705,-0.10031331,-0.99742273,-0.98961235,-0.98297782,"SITTING","Train"
-0.0615055,0.17408171,0.031555899,-0.82614082,-0.32374064,-0.80769517,"SITTING","Train"
0.2733796,-0.0099401064,-0.10839283,-0.9955058,-0.98176748,-0.99347363,"SITTING","Train"
0.013903671,0.15329608,0.016242945,-0.80863778,-0.57274619,-0.62641542,"SITTING","Train"
0.27789697,-0.016519861,-0.1051797,-0.99697648,-0.98874615,-0.98827403,"SITTING","Train"
0.27259354,-0.0057626503,-0.10852663,-0.99759621,-0.98565524,-0.99025442,"SITTING","Train"
0.093068135,0.15040887,0.051458368,-0.87300274,-0.5372151,-0.75115427,"SITTING","Train"
0.27950407,-0.02047285,-0.12044462,-0.99174443,-0.96448565,-0.96252478,"SITTING","Train"
0.28858451,-0.020294171,-0.13290514,-0.9952786,-0.98311061,-0.91352645,"STANDING","Train"
0.28058569,-0.0099602983,-0.10606516,-0.99480344,-0.9727584,-0.98624387,"STANDING","Train"
0.27756171,-0.014318487,-0.10787724,-0.99790424,-0.99431129,-0.99595166,"STANDING","Train"
0.27944197,-0.023078631,-0.12332077,-0.95040019,-0.73578559,-0.89578907,"STANDING","Train"
0.28643265,-0.023842891,-0.12273754,-0.91558377,-0.71079378,-0.88022592,"STANDING","Train"
0.27729342,-0.021750698,-0.12075082,-0.99732847,-0.96124532,-0.98367156,"STANDING","Train"
0.28171549,-0.011910678,-0.10287513,-0.99853388,-0.98848901,-0.99318367,"STANDING","Train"
0.28981703,-0.010751748,-0.11994169,-0.99460871,-0.97444649,-0.91805537,"STANDING","Train"
0.26582646,-0.031669222,-0.083983249,-0.96275698,-0.90548205,-0.74880121,"STANDING","Train"
0.27605329,-0.015408535,-0.13171922,-0.95776847,-0.87828345,-0.87400661,"STANDING","Train"
0.26377017,-0.021187085,-0.081684886,-0.93028846,-0.85199826,-0.92050592,"STANDING","Train"
0.27088078,-0.038723153,-0.10844469,-0.92758569,-0.87699271,-0.92659154,"STANDING","Train"
0.27688027,-0.012721805,-0.10343832,-0.99481511,-0.97307692,-0.98535702,"STANDING","Train"
0.27715238,-0.017983328,-0.10660117,-0.99776322,-0.98995727,-0.99658567,"STANDING","Train"
0.27456461,-0.027991273,-0.12256318,-0.99267024,-0.9720654,-0.96536988,"STANDING","Train"
0.26924174,-0.025529403,-0.10009175,-0.99379009,-0.97492825,-0.98577906,"STANDING","Train"
0.29794572,0.027093908,-0.061668123,-0.98864079,-0.8166986,-0.90190653,"STANDING","Train"
0.27899267,-0.014531029,-0.10659617,-0.99805969,-0.98606983,-0.99342424,"STANDING","Train"
0.27884783,-0.01531619,-0.10701234,-0.99835991,-0.98394066,-0.99173879,"STANDING","Train"
0.28410731,-0.010061076,-0.10173142,-0.97794234,-0.94569183,-0.97381725,"STANDING","Train"
0.27010097,-0.023550544,-0.10116623,-0.98775338,-0.95635912,-0.97731454,"STANDING","Train"
0.27319016,-0.023302776,-0.10721116,-0.99510697,-0.96480256,-0.98619118,"STANDING","Train"
0.28011247,-0.012618021,-0.10563723,-0.9974352,-0.98810605,-0.99066992,"STANDING","Train"
0.27622817,-0.021441302,-0.10820234,-0.99824595,-0.98721376,-0.99272659,"STANDING","Train"
0.2756763,-0.021264234,-0.11080122,-0.99786211,-0.99009076,-0.99459257,"STANDING","Train"
0.27952882,-0.016447003,-0.10626443,-0.99756365,-0.99105623,-0.99385897,"STANDING","Train"
0.2813921,-0.0123645,-0.10487937,-0.9977856,-0.99440296,-0.99412109,"STANDING","Train"
0.27920345,-0.023020143,-0.12208028,-0.99683904,-0.97484812,-0.98338551,"STANDING","Train"
0.27573444,-0.01801884,-0.10677578,-0.99925496,-0.99366888,-0.9941888,"STANDING","Train"
0.27938002,-0.01543831,-0.11126972,-0.99789716,-0.99152482,-0.99924206,"STANDING","Train"
0.27734354,-0.01565033,-0.10844766,-0.99786452,-0.99265102,-0.99945444,"STANDING","Train"
0.27841883,-0.016410568,-0.12352019,-0.99824528,-0.97530022,-0.96032199,"STANDING","Train"
0.27556818,-0.016979698,-0.11142918,-0.99781139,-0.9905223,-0.99762104,"STANDING","Train"
0.27796276,-0.015040946,-0.10639918,-0.99722941,-0.98963355,-0.99267588,"STANDING","Train"
0.278457,-0.020414761,-0.11273172,-0.99913488,-0.98468004,-0.99627424,"STANDING","Train"
0.2792002,-0.017714427,-0.10916135,-0.99838929,-0.98730784,-0.99083159,"STANDING","Train"
0.26731751,-0.032355179,-0.062924067,-0.96374154,-0.86510151,-0.86847195,"STANDING","Train"
0.28335241,-0.010728703,-0.11733272,-0.99305621,-0.96502174,-0.99043997,"STANDING","Train"
0.26927723,-0.032606502,-0.13028676,-0.97412752,-0.93341064,-0.96996611,"STANDING","Train"
0.2783618,-0.013656893,-0.12915439,-0.96117408,-0.83703332,-0.94396296,"STANDING","Train"
0.30643156,0.027459372,-0.10407181,-0.96389168,-0.79934644,-0.92792394,"STANDING","Train"
0.28749007,0.016839126,-0.06516443,-0.95645053,-0.76321939,-0.90005551,"STANDING","Train"
0.26287883,-0.022379352,-0.083592456,-0.96105717,-0.78115868,-0.87578033,"STANDING","Train"
0.27687455,-0.018606634,-0.112972,-0.99553121,-0.97702551,-0.98667852,"STANDING","Train"
0.2792417,-0.017290162,-0.11394039,-0.99828462,-0.98913519,-0.98617287,"STANDING","Train"
0.27717497,-0.014712802,-0.10675647,-0.99918834,-0.99052638,-0.99336501,"STANDING","Train"
0.26076161,-0.035370696,-0.13730782,-0.97372342,-0.9291499,-0.87500058,"STANDING","Train"
0.24847403,-0.037999251,-0.030083776,-0.94940422,-0.85923474,-0.78684182,"STANDING","Train"
0.28451133,-0.0085448131,-0.089976474,-0.99444689,-0.9791183,-0.97744618,"STANDING","Train"
0.2801349,-0.013916951,-0.10637048,-0.99769492,-0.98751567,-0.99040744,"STANDING","Train"
0.2852744,-0.0045132061,-0.1137861,-0.99416918,-0.95691531,-0.97684809,"STANDING","Train"
0.27239664,-0.023659196,-0.11324183,-0.99029079,-0.91634568,-0.97697957,"STANDING","Train"
0.43020885,0.10254087,-0.0556042,-0.92166609,-0.60804412,-0.79404022,"STANDING","Train"
0.29495455,0.009075787,-0.10264411,-0.97554222,-0.80890375,-0.90624761,"STANDING","Train"
0.27942505,-0.014947411,-0.1101951,-0.99698312,-0.99453026,-0.98363505,"STANDING","Train"
0.27526076,-0.016105674,-0.10343073,-0.99577942,-0.97855604,-0.99234774,"STANDING","Train"
0.28247452,-0.011067786,-0.13255126,-0.99161924,-0.95189574,-0.95434494,"STANDING","Train"
0.27394901,-0.021795449,-0.11743596,-0.9958287,-0.9846918,-0.98680949,"STANDING","Train"
0.28827279,-0.006332133,-0.10540087,-0.98050767,-0.95000158,-0.97848189,"STANDING","Train"
0.27368218,-0.019975668,-0.10754792,-0.99690186,-0.97694701,-0.99288615,"STANDING","Train"
0.27773106,-0.018210718,-0.10918803,-0.99749074,-0.99322197,-0.99612795,"STANDING","Train"
0.27664268,-0.016755348,-0.099381423,-0.99757572,-0.9870249,-0.99563498,"STANDING","Train"
0.32236308,0.034225504,-0.05735073,-0.96959958,-0.79992743,-0.89611149,"STANDING","Train"
0.27739954,-0.015537024,-0.11087508,-0.99798565,-0.98991133,-0.9940607,"STANDING","Train"
0.27487138,-0.019577012,-0.1118923,-0.99877032,-0.99433058,-0.99631596,"STANDING","Train"
0.27293268,-0.039067631,-0.11017159,-0.91668203,-0.78666471,-0.85895319,"STANDING","Train"
0.27436388,-0.023361777,-0.11033551,-0.99708947,-0.98878065,-0.9805598,"STANDING","Train"
0.27475366,-0.020102285,-0.12120311,-0.99845548,-0.97979641,-0.99549304,"STANDING","Train"
0.27872042,-0.014508176,-0.11530914,-0.99803797,-0.98579434,-0.99845546,"STANDING","Train"
0.2745262,-0.025134082,-0.12251223,-0.99393011,-0.96387999,-0.95934962,"STANDING","Train"
0.27997806,-0.015505193,-0.10621291,-0.99801874,-0.99137526,-0.99230109,"STANDING","Train"
0.27392022,-0.015952619,-0.098662111,-0.99015382,-0.96427662,-0.98675441,"STANDING","Train"
0.27743247,-0.030488303,-0.12536043,-0.99655926,-0.96672843,-0.98158533,"STANDING","Train"
0.27662877,-0.016569655,-0.11536185,-0.99813862,-0.98081727,-0.99048163,"STANDING","Train"
0.27903836,-0.014800378,-0.11684896,-0.99694116,-0.98186562,-0.98257653,"STANDING","Train"
0.27970111,-0.015808416,-0.10892197,-0.99875228,-0.99407978,-0.99191232,"STANDING","Train"
0.278426,-0.017091944,-0.12529627,-0.99415676,-0.98700963,-0.98204621,"STANDING","Train"
0.27965306,-0.019467156,-0.11346169,-0.99537956,-0.96718701,-0.97894396,"STANDING","Train"
0.27719877,-0.01009785,-0.10513725,-0.99733496,-0.99048681,-0.99542003,"STANDING","Train"
0.26580577,-0.032762393,-0.11731189,-0.99267758,-0.95104936,-0.97602096,"STANDING","Train"
0.27945388,-0.019640776,-0.11002215,-0.99692104,-0.96718593,-0.98311783,"STANDING","Train"
0.27917394,-0.026200646,-0.12328257,-0.99609149,-0.9834027,-0.9906751,"STANDING","Train"
0.23601277,-0.026913144,0.18639534,-0.85411227,-0.79511089,-0.60579374,"STANDING","Train"
0.27380646,-0.019735938,-0.11988703,-0.99843174,-0.97745674,-0.98177192,"STANDING","Train"
0.2731223,-0.024140671,-0.091799885,-0.99092586,-0.95604719,-0.97394954,"LAYING","Train"
0.25924966,-0.010370885,-0.10117466,-0.97789896,-0.90492617,-0.92723312,"LAYING","Train"
0.27575263,-0.016788627,-0.10562315,-0.99497148,-0.99383336,-0.99862454,"LAYING","Train"
0.27831632,-0.018048727,-0.10840311,-0.99566688,-0.99187043,-0.99635754,"LAYING","Train"
0.31932383,-0.024865202,-0.099798821,-0.96703313,-0.97373558,-0.97617628,"LAYING","Train"
0.27885089,-0.016544181,-0.10901088,-0.99466309,-0.99543722,-0.99647999,"LAYING","Train"
0.26307307,-0.020708401,-0.10415558,-0.91935324,-0.76709802,-0.79750281,"LAYING","Train"
0.280936,-0.018769082,-0.10783636,-0.99565952,-0.9787391,-0.98629012,"LAYING","Train"
0.27076432,-0.019818107,-0.10195511,-0.98618552,-0.95022983,-0.97258726,"LAYING","Train"
0.28778228,-0.020286286,-0.10224496,-0.98034624,-0.93565434,-0.966177,"LAYING","Train"
0.39365355,-0.023633221,-0.12592376,-0.96229044,-0.94488138,-0.9010443,"LAYING","Train"
0.27408717,-0.014713512,-0.11480583,-0.98713066,-0.9668989,-0.98004833,"LAYING","Train"
0.28931482,-0.014115319,-0.11553447,-0.97965452,-0.96952623,-0.96262742,"LAYING","Train"
0.25651512,-0.014986371,-0.10452499,-0.98838558,-0.96045901,-0.97100179,"LAYING","Train"
0.28684091,-0.013721018,-0.11928331,-0.96954747,-0.91403264,-0.95057684,"LAYING","Train"
0.28202074,-0.017589649,-0.10793379,-0.99523745,-0.99659185,-0.99515189,"LAYING","Train"
-0.066238871,0.07922905,-1,-0.68377891,-0.53851271,-0.085059822,"LAYING","Train"
0.28919046,-0.016912076,-0.1092038,-0.99266935,-0.97592785,-0.99026325,"LAYING","Train"
0.27903686,-0.016669682,-0.10935435,-0.99513738,-0.99481239,-0.99520044,"LAYING","Train"
0.2591151,-0.017985103,-0.12024506,-0.95706759,-0.94990104,-0.82490842,"LAYING","Train"
0.29230775,-0.00692865,-0.029339182,-0.96002148,-0.92420225,-0.65180555,"LAYING","Train"
0.32588645,0.00081689933,0.016658077,-0.98240327,-0.94670845,-0.73615522,"LAYING","Train"
0.30005315,-0.018087248,-0.10818389,-0.98194347,-0.98287187,-0.93625941,"LAYING","Train"
0.28882018,-0.015725603,-0.11301861,-0.97683445,-0.94886501,-0.95838619,"LAYING","Train"
0.30174345,-0.010642162,-0.12663126,-0.97868569,-0.96416558,-0.95771146,"LAYING","Train"
0.24389788,-0.027628987,-0.18227212,-0.96710073,-0.94090804,-0.76724462,"LAYING","Train"
0.18047854,-0.042535659,-0.28056106,-0.95675297,-0.93951623,-0.76304873,"LAYING","Train"
0.20896421,-0.022742569,-0.16644945,-0.95384561,-0.93132033,-0.72608707,"LAYING","Train"
0.28226646,-0.029489979,-0.089357985,-0.94004604,-0.90739022,-0.9567118,"LAYING","Train"
0.27837321,-0.020560964,-0.096824565,-0.98488259,-0.99111837,-0.98211178,"LAYING","Train"
0.27655526,-0.01786855,-0.10762126,-0.9941946,-0.99637166,-0.99561514,"LAYING","Train"
0.27957476,-0.017275722,-0.10948053,-0.99613535,-0.99581156,-0.99868915,"LAYING","Train"
0.27652699,-0.0168191,-0.10798311,-0.99677544,-0.99725636,-0.99542164,"LAYING","Train"
0.27812334,-0.017146303,-0.10801374,-0.99492812,-0.99835905,-0.99201143,"LAYING","Train"
0.27800654,-0.01780317,-0.10896485,-0.9944254,-0.99487263,-0.99488582,"LAYING","Train"
0.2802064,-0.01839626,-0.10748863,-0.99647493,-0.99406876,-0.99186131,"LAYING","Train"
0.28809417,-0.022759306,-0.13505802,-0.98641338,-0.99274935,-0.98323553,"LAYING","Train"
0.27676588,-0.018060289,-0.12013176,-0.99101601,-0.98529915,-0.95284326,"LAYING","Train"
0.27672941,-0.017209548,-0.10563797,-0.99478811,-0.99103132,-0.99318722,"LAYING","Train"
0.27588359,-0.016150309,-0.10882921,-0.99551063,-0.99554804,-0.9940008,"LAYING","Train"
0.27783021,-0.017684054,-0.1057035,-0.99614315,-0.99596875,-0.9948886,"LAYING","Train"
0.27937115,-0.017644953,-0.10818111,-0.99523683,-0.99581009,-0.99443045,"LAYING","Train"
0.019016151,-0.0070373566,-0.028333356,-0.66129361,-0.71335257,-0.70115517,"LAYING","Train"
0.3402085,-0.036452984,-0.10625819,-0.95859648,-0.90805582,-0.98466948,"LAYING","Train"
-0.16642569,-0.11935251,0.13303497,-0.63313536,-0.18977503,-0.31933629,"LAYING","Train"
-0.23910256,-0.096904391,0.14803461,-0.63732529,-0.12769222,-0.25892403,"LAYING","Train"
0.34696848,0.069408647,-0.20082552,-0.80390335,-0.74174219,-0.60538234,"LAYING","Train"
0.29412126,-0.015314462,-0.11139625,-0.99154764,-0.96403201,-0.98010513,"LAYING","Train"
0.30383319,0.1036482,-0.24533103,-0.75599409,-0.64257064,-0.6955007,"LAYING","Train"
-0.36120533,-0.26812111,0.17689637,-0.59939182,0.53250573,0.0043240256,"LAYING","Train"
-0.27706634,-0.68409659,0.34665772,-0.59641047,0.024682958,-0.16040449,"LAYING","Train"
0.2574765,-0.41386534,0.017374188,-0.91966606,0.075259481,-0.63071563,"LAYING","Train"
0.27683965,-0.02714766,-0.1231748,-0.97739515,-0.58759988,-0.97067028,"LAYING","Train"
0.26865095,0.016430154,-0.10372571,-0.98569313,-0.89590544,-0.98819508,"LAYING","Train"
0.28526329,-0.008888811,-0.10374518,-0.99549458,-0.97982784,-0.99541907,"LAYING","Train"
0.28347732,-0.0075244582,-0.10928717,-0.99458009,-0.98676377,-0.99609334,"LAYING","Train"
0.27302712,-0.010196757,-0.11115339,-0.9931253,-0.990001,-0.99540821,"LAYING","Train"
-0.083287063,0.010297707,-0.51608391,-0.73819996,-0.87810967,0.057095425,"LAYING","Train"
0.23982421,-0.012820186,-0.097670072,-0.97765152,-0.97916003,-0.9880648,"LAYING","Train"
0.27218141,-0.018131841,-0.10653995,-0.99025172,-0.98963756,-0.99086417,"LAYING","Train"
0.2721901,-0.017178761,-0.10991247,-0.99406749,-0.99328996,-0.99264008,"LAYING","Train"
0.27168092,-0.018231844,-0.10376982,-0.99514867,-0.99456299,-0.9892928,"LAYING","Train"
0.27270038,-0.017679919,-0.10441484,-0.99729655,-0.9972987,-0.9894406,"LAYING","Train"
0.27619261,-0.015433074,-0.11040669,-0.99550432,-0.99806717,-0.99266361,"LAYING","Train"
0.27771105,-0.017850354,-0.10929715,-0.99446285,-0.99394264,-0.9957053,"LAYING","Train"
0.2752802,-0.018206091,-0.10740518,-0.99481479,-0.99427879,-0.99723936,"LAYING","Train"
0.28817583,-0.014690457,-0.11372304,-0.9886966,-0.99320589,-0.98640452,"LAYING","Train"
0.292282,-0.014277655,-0.11915816,-0.98712581,-0.99187771,-0.98606628,"LAYING","Train"
0.40347433,-0.015074404,-0.11816739,-0.91481115,-0.89523112,-0.89174811,"LAYING","Train"
0.27263222,-0.016716655,-0.10755375,-0.9880959,-0.98830459,-0.98381925,"LAYING","Train"
0.26563017,-0.018372323,-0.10120445,-0.99291698,-0.98817997,-0.98938679,"LAYING","Train"
0.27593368,-0.018447236,-0.10577173,-0.99574178,-0.99399885,-0.99372385,"LAYING","Train"
0.28076891,-0.017289589,-0.10883655,-0.99633736,-0.99333979,-0.99716989,"LAYING","Train"
0.27424221,-0.016037614,-0.11276997,-0.99476683,-0.99302616,-0.99524482,"LAYING","Train"
0.2816654,-0.017570074,-0.11073427,-0.99444613,-0.99403787,-0.99451423,"LAYING","Train"
0.27714164,-0.01806797,-0.11041766,-0.99502039,-0.99533986,-0.99241301,"LAYING","Train"
0.27890115,-0.017814424,-0.10698796,-0.99585495,-0.99727068,-0.99398513,"LAYING","Train"
0.28182774,-0.018626474,-0.10527824,-0.99628711,-0.99219394,-0.99020448,"LAYING","Train"
0.27972834,-0.01600381,-0.1073364,-0.99493112,-0.99657148,-0.99415005,"LAYING","Train"
0.27603949,-0.017357172,-0.10897656,-0.99642945,-0.99240921,-0.99281446,"LAYING","Train"
0.20396243,-0.03234452,-0.096881229,-0.46550359,-0.18078545,-0.45510762,"WALKING","Test"
0.26559921,-0.015936305,-0.12074953,-0.50094969,-0.16322961,-0.38942774,"WALKING","Test"
0.26663115,-0.043309471,-0.14096216,-0.43377813,-0.10164616,-0.41532479,"WALKING","Test"
0.32505052,-0.029803725,-0.077847175,-0.46511952,0.013452774,-0.36764586,"WALKING","Test"
0.31870911,-0.037635508,-0.13241984,-0.4857706,-0.11708965,-0.37994246,"WALKING","Test"
0.32008469,-0.010838647,-0.12170815,-0.50869464,-0.14424547,-0.42732416,"WALKING","Test"
0.28420274,0.013704674,-0.11395407,-0.4186222,-0.2075538,-0.48108057,"WALKING","Test"
0.19317016,-0.010586551,-0.088769599,-0.45619042,-0.1118152,-0.42346766,"WALKING","Test"
0.19471487,-0.020176701,-0.049544661,-0.43733437,-0.096034303,-0.33753382,"WALKING","Test"
0.34969095,-0.030496088,-0.10829783,-0.43251962,-0.10645645,-0.33723803,"WALKING","Test"
0.24934321,-0.003410981,-0.056041574,-0.39947643,-0.13784483,-0.46127072,"WALKING","Test"
0.21102476,-0.00058166814,-0.096443768,-0.44507331,-0.20747868,-0.47564538,"WALKING","Test"
0.30880812,-0.022128064,-0.13210431,-0.51482627,0.032008875,-0.34900284,"WALKING","Test"
0.33314426,-0.043446917,-0.12619938,-0.36324256,-0.096308953,-0.39038358,"WALKING","Test"
0.18741915,-0.011533248,-0.10650963,-0.45085366,-0.19630865,-0.45986952,"WALKING","Test"
0.23748279,0.0021969913,-0.048945315,-0.41352818,-0.16717209,-0.41275989,"WALKING","Test"
0.35782982,-0.013519015,-0.13127164,-0.45242107,-0.14979588,-0.4016534,"WALKING","Test"
0.29771925,-0.020939986,-0.11438786,-0.42328085,-0.1925867,-0.4015868,"WALKING","Test"
0.30870458,-0.024987159,-0.1238269,-0.40927888,-0.16756154,-0.43056196,"WALKING","Test"
0.33150518,-0.036584496,-0.10886677,-0.4146128,-0.16049444,-0.4266315,"WALKING","Test"
